Date,Sector,Net
2018-09-19,Health Care,0.02
2018-09-19,Materials,0.04
2018-09-19,Real Estate,0.05
2018-09-19,Index,0.07
2018-09-19,Cons. Staples,0.05
2018-09-19,Comm. Services,0.04
2018-09-19,Financials,0.19
2018-09-19,Cons. Disc.,0.35
2018-09-20,Financials,0.19
2018-09-20,Index,0.07
2018-09-20,Currency,0
2018-09-20,Industrials,0.17
2018-09-20,Health Care,0.02
2018-09-20,Comm. Services,0.04
2018-09-20,Cons. Disc.,0.35
2018-09-20,Cons. Staples,0.05
2018-09-20,Real Estate,0.05
2018-09-20,Materials,0.04
2018-09-21,Industrials,0.18
2018-09-21,Currency,0
2018-09-21,Cons. Staples,0.05
2018-09-21,Comm. Services,0.04
2018-09-21,Health Care,0.02
2018-09-21,Index,0.07
2018-09-21,Materials,0.04
2018-09-21,Financials,0.19
2018-09-21,Real Estate,0.05
2018-09-21,Cons. Disc.,0.35
2018-09-24,Cons. Disc.,0.35
2018-09-24,Index,0.07
2018-09-24,Industrials,0.18
2018-09-24,Materials,0.04
2018-09-24,Financials,0.18
2018-09-24,Cons. Staples,0.05
2018-09-24,Comm. Services,0.05
2018-09-24,Currency,0
2018-09-24,Health Care,0.02
2018-09-24,Real Estate,0.05
2018-09-25,Index,0.07
2018-09-25,Comm. Services,0.04
2018-09-25,Health Care,0.02
2018-09-25,Cons. Disc.,0.35
2018-09-25,Currency,0
2018-09-25,Real Estate,0.05
2018-09-25,Industrials,0.18
2018-09-25,Materials,0.04
2018-09-25,Cons. Staples,0.05
2018-09-25,Financials,0.19
2018-09-26,Comm. Services,0.05
2018-09-26,Materials,0.04
2018-09-26,Index,0.08
2018-09-26,Health Care,0.02
2018-09-26,Industrials,0.18
2018-09-26,Financials,0.18
2018-09-26,Currency,0
2018-09-26,Real Estate,0.05
2018-09-26,Cons. Disc.,0.35
2018-09-26,Cons. Staples,0.05
2018-09-27,Real Estate,0.05
2018-09-27,Comm. Services,0.04
2018-09-27,Financials,0.18
2018-09-27,Health Care,0.02
2018-09-27,Index,0.08
2018-09-27,Industrials,0.18
2018-09-27,Currency,0
2018-09-27,Cons. Disc.,0.35
2018-09-27,Cons. Staples,0.05
2018-09-27,Materials,0.04
2018-09-28,Cons. Disc.,0.34
2018-09-28,Cons. Staples,0.05
2018-09-28,Financials,0.18
2018-09-28,Real Estate,0.05
2018-09-28,Industrials,0.17
2018-09-28,Materials,0.04
2018-09-28,Currency,0
2018-09-28,Comm. Services,0.04
2018-09-28,Health Care,0.02
2018-09-28,Index,0.07
2018-10-01,Cons. Staples,0.05
2018-10-01,Health Care,0.02
2018-10-01,Index,0.08
2018-10-01,Financials,0.18
2018-10-01,Materials,0.04
2018-10-01,Real Estate,0.05
2018-10-01,Cons. Disc.,0.35
2018-10-01,Comm. Services,0.05
2018-10-01,Industrials,0.17
2018-10-01,Currency,0
2018-10-02,Currency,0
2018-10-02,Financials,0.18
2018-10-02,Health Care,0.02
2018-10-02,Industrials,0.17
2018-10-02,Real Estate,0.05
2018-10-02,Index,0.08
2018-10-02,Cons. Disc.,0.35
2018-10-02,Cons. Staples,0.05
2018-10-02,Comm. Services,0.04
2018-10-02,Materials,0.04
2018-10-03,Comm. Services,0.04
2018-10-03,Index,0.08
2018-10-03,Cons. Disc.,0.34
2018-10-03,Industrials,0.17
2018-10-03,Financials,0.18
2018-10-03,Health Care,0.02
2018-10-03,Real Estate,0.05
2018-10-03,Cons. Staples,0.06
2018-10-03,Materials,0.04
2018-10-03,Currency,0
2018-10-04,Health Care,0.01
2018-10-04,Currency,0
2018-10-04,Cons. Disc.,0.34
2018-10-04,Financials,0.18
2018-10-04,Industrials,0.17
2018-10-04,Comm. Services,0.04
2018-10-04,Materials,0.04
2018-10-04,Cons. Staples,0.06
2018-10-04,Real Estate,0.05
2018-10-04,Index,0.08
2018-10-05,Health Care,0.01
2018-10-05,Real Estate,0.05
2018-10-05,Financials,0.18
2018-10-05,Materials,0.04
2018-10-05,Cons. Disc.,0.34
2018-10-05,Currency,0
2018-10-05,Industrials,0.17
2018-10-05,Cons. Staples,0.06
2018-10-05,Comm. Services,0.04
2018-10-05,Index,0.08
2018-10-08,Materials,0.04
2018-10-08,Index,0.08
2018-10-08,Comm. Services,0.04
2018-10-08,Real Estate,0.05
2018-10-08,Cons. Disc.,0.34
2018-10-08,Health Care,0.01
2018-10-08,Industrials,0.17
2018-10-08,Financials,0.18
2018-10-08,Cons. Staples,0.07
2018-10-08,Currency,0
2018-10-09,Industrials,0.17
2018-10-09,Materials,0.04
2018-10-09,Financials,0.18
2018-10-09,Comm. Services,0.04
2018-10-09,Cons. Staples,0.07
2018-10-09,Real Estate,0.05
2018-10-09,Index,0.08
2018-10-09,Currency,0
2018-10-09,Health Care,0.01
2018-10-09,Cons. Disc.,0.34
2018-10-10,Currency,0
2018-10-10,Real Estate,0.05
2018-10-10,Cons. Staples,0.07
2018-10-10,Materials,0.04
2018-10-10,Industrials,0.17
2018-10-10,Cons. Disc.,0.35
2018-10-10,Index,0.08
2018-10-10,Health Care,0.01
2018-10-10,Financials,0.18
2018-10-10,Comm. Services,0.04
2018-10-11,Real Estate,0.05
2018-10-11,Materials,0.04
2018-10-11,Comm. Services,0.04
2018-10-11,Index,0.08
2018-10-11,Health Care,0.01
2018-10-11,Currency,0
2018-10-11,Cons. Disc.,0.34
2018-10-11,Cons. Staples,0.07
2018-10-11,Industrials,0.17
2018-10-11,Financials,0.18
2018-10-12,Industrials,0.17
2018-10-12,Financials,0.18
2018-10-12,Comm. Services,0.04
2018-10-12,Cons. Disc.,0.35
2018-10-12,Index,0.08
2018-10-12,Health Care,0.01
2018-10-12,Materials,0.04
2018-10-12,Cons. Staples,0.07
2018-10-12,Real Estate,0.05
2018-10-12,Currency,0
2018-10-15,Cons. Staples,0.07
2018-10-15,Financials,0.19
2018-10-15,Cons. Disc.,0.35
2018-10-15,Currency,0
2018-10-15,Materials,0.04
2018-10-15,Index,0.08
2018-10-15,Real Estate,0.05
2018-10-15,Comm. Services,0.04
2018-10-15,Industrials,0.17
2018-10-15,Health Care,0.01
2018-10-16,Financials,0.19
2018-10-16,Currency,0
2018-10-16,Materials,0.04
2018-10-16,Industrials,0.17
2018-10-16,Cons. Disc.,0.35
2018-10-16,Real Estate,0.05
2018-10-16,Index,0.08
2018-10-16,Health Care,0.01
2018-10-16,Cons. Staples,0.07
2018-10-16,Comm. Services,0.04
2018-10-17,Comm. Services,0.04
2018-10-17,Health Care,0.01
2018-10-17,Real Estate,0.05
2018-10-17,Materials,0.04
2018-10-17,Index,0.08
2018-10-17,Cons. Disc.,0.34
2018-10-17,Cons. Staples,0.07
2018-10-17,Currency,0
2018-10-17,Industrials,0.17
2018-10-17,Financials,0.19
2018-10-18,Currency,0
2018-10-18,Cons. Staples,0.07
2018-10-18,Materials,0.04
2018-10-18,Comm. Services,0.04
2018-10-18,Real Estate,0.05
2018-10-18,Health Care,0.01
2018-10-18,Cons. Disc.,0.34
2018-10-18,Industrials,0.17
2018-10-18,Financials,0.19
2018-10-18,Index,0.08
2018-10-19,Health Care,0.01
2018-10-19,Cons. Staples,0.07
2018-10-19,Industrials,0.17
2018-10-19,Financials,0.18
2018-10-19,Cons. Disc.,0.34
2018-10-19,Materials,0.04
2018-10-19,Currency,0
2018-10-19,Real Estate,0.05
2018-10-19,Comm. Services,0.04
2018-10-19,Index,0.08
2018-10-22,Comm. Services,0.05
2018-10-22,Cons. Disc.,0.34
2018-10-22,Real Estate,0.05
2018-10-22,Health Care,0.01
2018-10-22,Industrials,0.17
2018-10-22,Cons. Staples,0.07
2018-10-22,Currency,0
2018-10-22,Materials,0.04
2018-10-22,Financials,0.18
2018-10-22,Index,0.08
2018-10-23,Index,0.08
2018-10-23,Health Care,0.01
2018-10-23,Industrials,0.17
2018-10-23,Materials,0.03
2018-10-23,Cons. Disc.,0.35
2018-10-23,Comm. Services,0.05
2018-10-23,Cons. Staples,0.07
2018-10-23,Real Estate,0.05
2018-10-23,Currency,0
2018-10-23,Financials,0.18
2018-10-24,Health Care,0.01
2018-10-24,Cons. Disc.,0.35
2018-10-24,Industrials,0.16
2018-10-24,Currency,0
2018-10-24,Real Estate,0.05
2018-10-24,Index,0.08
2018-10-24,Comm. Services,0.05
2018-10-24,Cons. Staples,0.08
2018-10-24,Financials,0.18
2018-10-24,Materials,0.03
2018-10-25,Currency,0
2018-10-25,Financials,0.18
2018-10-25,Health Care,0.01
2018-10-25,Cons. Disc.,0.35
2018-10-25,Comm. Services,0.05
2018-10-25,Materials,0.03
2018-10-25,Industrials,0.16
2018-10-25,Index,0.08
2018-10-25,Real Estate,0.05
2018-10-25,Cons. Staples,0.08
2018-10-26,Materials,0.03
2018-10-26,Cons. Staples,0.08
2018-10-26,Currency,0
2018-10-26,Index,0.08
2018-10-26,Health Care,0.01
2018-10-26,Financials,0.18
2018-10-26,Real Estate,0.05
2018-10-26,Comm. Services,0.05
2018-10-26,Industrials,0.17
2018-10-26,Cons. Disc.,0.35
2018-10-29,Cons. Staples,0.08
2018-10-29,Health Care,0.01
2018-10-29,Materials,0.03
2018-10-29,Cons. Disc.,0.35
2018-10-29,Industrials,0.17
2018-10-29,Real Estate,0.05
2018-10-29,Comm. Services,0.05
2018-10-29,Currency,0
2018-10-29,Financials,0.18
2018-10-29,Index,0.07
2018-10-30,Real Estate,0.05
2018-10-30,Cons. Disc.,0.34
2018-10-30,Health Care,0.01
2018-10-30,Materials,0.03
2018-10-30,Index,0.08
2018-10-30,Financials,0.18
2018-10-30,Currency,0
2018-10-30,Cons. Staples,0.08
2018-10-30,Industrials,0.16
2018-10-30,Comm. Services,0.06
2018-10-31,Health Care,0.01
2018-10-31,Financials,0.18
2018-10-31,Currency,0
2018-10-31,Real Estate,0.05
2018-10-31,Cons. Disc.,0.34
2018-10-31,Cons. Staples,0.08
2018-10-31,Comm. Services,0.06
2018-10-31,Industrials,0.16
2018-10-31,Materials,0.03
2018-10-31,Index,0.08
2018-11-01,Currency,0
2018-11-01,Materials,0.02
2018-11-01,Industrials,0.15
2018-11-01,Real Estate,0.04
2018-11-01,Health Care,0.01
2018-11-01,Cons. Disc.,0.32
2018-11-01,Comm. Services,0.05
2018-11-01,Financials,0.18
2018-11-01,Index,0.07
2018-11-01,Cons. Staples,0.08
2018-11-02,Index,0.08
2018-11-02,Health Care,0.01
2018-11-02,Industrials,0.14
2018-11-02,Materials,0.02
2018-11-02,Cons. Disc.,0.33
2018-11-02,Currency,0
2018-11-02,Comm. Services,0.06
2018-11-02,Cons. Staples,0.08
2018-11-02,Financials,0.17
2018-11-02,Real Estate,0.04
2018-11-05,Industrials,0.14
2018-11-05,Cons. Staples,0.08
2018-11-05,Financials,0.17
2018-11-05,Comm. Services,0.06
2018-11-05,Real Estate,0.04
2018-11-05,Currency,0
2018-11-05,Materials,0.02
2018-11-05,Index,0.08
2018-11-05,Cons. Disc.,0.33
2018-11-05,Health Care,0.01
2018-11-06,Index,0.09
2018-11-06,Health Care,0.01
2018-11-06,Cons. Staples,0.08
2018-11-06,Comm. Services,0.06
2018-11-06,Currency,0
2018-11-06,Real Estate,0.04
2018-11-06,Industrials,0.14
2018-11-06,Financials,0.18
2018-11-06,Materials,0.02
2018-11-06,Cons. Disc.,0.33
2018-11-07,Industrials,0.14
2018-11-07,Cons. Disc.,0.33
2018-11-07,Materials,0.02
2018-11-07,Real Estate,0.04
2018-11-07,IT,0
2018-11-07,Financials,0.17
2018-11-07,Comm. Services,0.06
2018-11-07,Index,0.09
2018-11-07,Health Care,0.01
2018-11-07,Cons. Staples,0.08
2018-11-07,Currency,0
2018-11-08,Cons. Staples,0.08
2018-11-08,Comm. Services,0.06
2018-11-08,Materials,0.01
2018-11-08,Industrials,0.14
2018-11-08,Financials,0.17
2018-11-08,Index,0.1
2018-11-08,Currency,0
2018-11-08,IT,0
2018-11-08,Real Estate,0.04
2018-11-08,Cons. Disc.,0.33
2018-11-08,Health Care,0.01
2018-11-09,Cons. Disc.,0.34
2018-11-09,Materials,0.01
2018-11-09,Currency,0
2018-11-09,Industrials,0.14
2018-11-09,Cons. Staples,0.09
2018-11-09,Comm. Services,0.06
2018-11-09,Financials,0.18
2018-11-09,IT,0
2018-11-09,Real Estate,0.04
2018-11-09,Index,0.11
2018-11-09,Health Care,0.01
2018-11-12,Real Estate,0.04
2018-11-12,Financials,0.18
2018-11-12,Currency,0
2018-11-12,Industrials,0.14
2018-11-12,Cons. Disc.,0.33
2018-11-12,Comm. Services,0.06
2018-11-12,Index,0.11
2018-11-12,Cons. Staples,0.09
2018-11-12,IT,0
2018-11-12,Health Care,0.01
2018-11-12,Materials,0.01
2018-11-13,Cons. Disc.,0.33
2018-11-13,Industrials,0.14
2018-11-13,Comm. Services,0.06
2018-11-13,Cons. Staples,0.09
2018-11-13,Index,0.11
2018-11-13,Real Estate,0.04
2018-11-13,Financials,0.17
2018-11-13,Materials,0.01
2018-11-13,Currency,0
2018-11-13,IT,0
2018-11-13,Health Care,0.01
2018-11-14,Real Estate,0.04
2018-11-14,Cons. Staples,0.09
2018-11-14,Cons. Disc.,0.33
2018-11-14,Index,0.11
2018-11-14,Financials,0.17
2018-11-14,Materials,0
2018-11-14,Currency,0
2018-11-14,Industrials,0.15
2018-11-14,Health Care,0.01
2018-11-14,IT,0
2018-11-14,Comm. Services,0.06
2018-11-15,Real Estate,0.04
2018-11-15,Health Care,0.01
2018-11-15,Materials,0
2018-11-15,IT,0
2018-11-15,Currency,0
2018-11-15,Industrials,0.15
2018-11-15,Cons. Staples,0.09
2018-11-15,Cons. Disc.,0.32
2018-11-15,Financials,0.17
2018-11-15,Comm. Services,0.06
2018-11-15,Index,0.12
2018-11-16,Comm. Services,0.06
2018-11-16,Materials,0
2018-11-16,Cons. Staples,0.09
2018-11-16,Cons. Disc.,0.33
2018-11-16,Health Care,0.01
2018-11-16,Index,0.13
2018-11-16,Industrials,0.15
2018-11-16,IT,0
2018-11-16,Financials,0.17
2018-11-16,Currency,0
2018-11-16,Real Estate,0.04
2018-11-19,IT,0
2018-11-19,Index,0.13
2018-11-19,Currency,0
2018-11-19,Financials,0.18
2018-11-19,Industrials,0.15
2018-11-19,Health Care,0.01
2018-11-19,Comm. Services,0.06
2018-11-19,Real Estate,0.04
2018-11-19,Cons. Staples,0.09
2018-11-19,Cons. Disc.,0.33
2018-11-20,IT,0
2018-11-20,Cons. Disc.,0.33
2018-11-20,Real Estate,0.04
2018-11-20,Industrials,0.15
2018-11-20,Index,0.13
2018-11-20,Currency,0
2018-11-20,Financials,0.18
2018-11-20,Cons. Staples,0.09
2018-11-20,Health Care,0.01
2018-11-20,Comm. Services,0.06
2018-11-21,Cons. Disc.,0.33
2018-11-21,Cons. Staples,0.09
2018-11-21,IT,0
2018-11-21,Comm. Services,0.06
2018-11-21,Financials,0.18
2018-11-21,Real Estate,0.04
2018-11-21,Currency,0
2018-11-21,Health Care,0.01
2018-11-21,Industrials,0.14
2018-11-21,Index,0.13
2018-11-22,Index,0.13
2018-11-22,Cons. Disc.,0.33
2018-11-22,Cons. Staples,0.09
2018-11-22,Health Care,0.01
2018-11-22,Industrials,0.14
2018-11-22,Currency,0
2018-11-22,Real Estate,0.04
2018-11-22,Financials,0.18
2018-11-22,IT,0
2018-11-22,Comm. Services,0.06
2018-11-23,Industrials,0.14
2018-11-23,Currency,0
2018-11-23,Comm. Services,0.06
2018-11-23,Cons. Staples,0.09
2018-11-23,Real Estate,0.04
2018-11-23,Financials,0.18
2018-11-23,Health Care,0.01
2018-11-23,Index,0.13
2018-11-23,IT,0
2018-11-23,Cons. Disc.,0.33
2018-11-26,IT,0
2018-11-26,Currency,0
2018-11-26,Index,0.13
2018-11-26,Financials,0.18
2018-11-26,Real Estate,0.04
2018-11-26,Cons. Disc.,0.33
2018-11-26,Comm. Services,0.06
2018-11-26,Cons. Staples,0.09
2018-11-26,Industrials,0.14
2018-11-26,Health Care,0.01
2018-11-27,Currency,0
2018-11-27,Cons. Disc.,0.33
2018-11-27,Health Care,0.01
2018-11-27,Comm. Services,0.06
2018-11-27,Cons. Staples,0.09
2018-11-27,IT,0
2018-11-27,Industrials,0.14
2018-11-27,Financials,0.18
2018-11-27,Index,0.13
2018-11-27,Real Estate,0.04
2018-11-28,Comm. Services,0.06
2018-11-28,Cons. Disc.,0.33
2018-11-28,Health Care,0.01
2018-11-28,Real Estate,0.04
2018-11-28,IT,0
2018-11-28,Index,0.13
2018-11-28,Industrials,0.14
2018-11-28,Currency,0
2018-11-28,Financials,0.18
2018-11-28,Cons. Staples,0.09
2018-11-29,IT,0
2018-11-29,Cons. Disc.,0.32
2018-11-29,Industrials,0.14
2018-11-29,Cons. Staples,0.09
2018-11-29,Real Estate,0.04
2018-11-29,Index,0.13
2018-11-29,Health Care,0.01
2018-11-29,Comm. Services,0.06
2018-11-29,Financials,0.18
2018-11-29,Currency,0
2018-11-30,Financials,0.19
2018-11-30,Currency,0
2018-11-30,IT,0
2018-11-30,Comm. Services,0.07
2018-11-30,Cons. Staples,0.09
2018-11-30,Cons. Disc.,0.35
2018-11-30,Health Care,0.01
2018-11-30,Industrials,0.14
2018-11-30,Index,0.09
2018-11-30,Real Estate,0.05
2018-12-03,Comm. Services,0.06
2018-12-03,Cons. Disc.,0.35
2018-12-03,IT,0
2018-12-03,Currency,0
2018-12-03,Financials,0.19
2018-12-03,Cons. Staples,0.1
2018-12-03,Index,0.08
2018-12-03,Industrials,0.14
2018-12-03,Real Estate,0.05
2018-12-03,Health Care,0.01
2018-12-04,Health Care,0.01
2018-12-04,Real Estate,0.05
2018-12-04,Industrials,0.14
2018-12-04,IT,0
2018-12-04,Index,0.09
2018-12-04,Currency,0
2018-12-04,Cons. Staples,0.1
2018-12-04,Financials,0.19
2018-12-04,Cons. Disc.,0.34
2018-12-04,Comm. Services,0.06
2018-12-05,Cons. Disc.,0.34
2018-12-05,Index,0.09
2018-12-05,IT,0
2018-12-05,Cons. Staples,0.1
2018-12-05,Currency,0
2018-12-05,Industrials,0.14
2018-12-05,Health Care,0.01
2018-12-05,Real Estate,0.05
2018-12-05,Financials,0.19
2018-12-05,Comm. Services,0.06
2018-12-06,Cons. Staples,0.1
2018-12-06,Health Care,0.01
2018-12-06,Index,0.1
2018-12-06,Comm. Services,0.06
2018-12-06,Real Estate,0.05
2018-12-06,IT,0
2018-12-06,Industrials,0.14
2018-12-06,Cons. Disc.,0.34
2018-12-06,Financials,0.19
2018-12-06,Currency,0
2018-12-07,Cons. Staples,0.1
2018-12-07,Index,0.1
2018-12-07,Industrials,0.14
2018-12-07,Comm. Services,0.06
2018-12-07,Financials,0.19
2018-12-07,Currency,0
2018-12-07,Cons. Disc.,0.34
2018-12-07,IT,0
2018-12-07,Health Care,0.01
2018-12-07,Real Estate,0.05
2018-12-10,Industrials,0.14
2018-12-10,Comm. Services,0.07
2018-12-10,Health Care,0.01
2018-12-10,Index,0.1
2018-12-10,Financials,0.18
2018-12-10,Cons. Disc.,0.34
2018-12-10,Cons. Staples,0.1
2018-12-10,Currency,0
2018-12-10,Real Estate,0.05
2018-12-10,IT,0
2018-12-11,Cons. Staples,0.1
2018-12-11,Cons. Disc.,0.34
2018-12-11,Currency,0
2018-12-11,IT,0
2018-12-11,Comm. Services,0.07
2018-12-11,Industrials,0.14
2018-12-11,Health Care,0.01
2018-12-11,Real Estate,0.05
2018-12-11,Index,0.1
2018-12-11,Financials,0.18
2018-12-12,Health Care,0.01
2018-12-12,Real Estate,0.05
2018-12-12,Industrials,0.14
2018-12-12,IT,0
2018-12-12,Cons. Disc.,0.34
2018-12-12,Financials,0.18
2018-12-12,Comm. Services,0.07
2018-12-12,Index,0.1
2018-12-12,Cons. Staples,0.1
2018-12-12,Currency,0
2018-12-13,Cons. Staples,0.1
2018-12-13,Real Estate,0.05
2018-12-13,IT,0
2018-12-13,Index,0.1
2018-12-13,Cons. Disc.,0.34
2018-12-13,Comm. Services,0.07
2018-12-13,Health Care,0.01
2018-12-13,Currency,0
2018-12-13,Financials,0.18
2018-12-13,Industrials,0.14
2018-12-13,Materials,0
2018-12-14,Comm. Services,0.06
2018-12-14,Currency,0
2018-12-14,Financials,0.18
2018-12-14,Cons. Staples,0.1
2018-12-14,Industrials,0.14
2018-12-14,Real Estate,0.05
2018-12-14,IT,0
2018-12-14,Materials,0.01
2018-12-14,Cons. Disc.,0.34
2018-12-14,Index,0.1
2018-12-14,Health Care,0.01
2018-12-17,Industrials,0.14
2018-12-17,Index,0.1
2018-12-17,IT,0
2018-12-17,Currency,0
2018-12-17,Cons. Disc.,0.34
2018-12-17,Cons. Staples,0.1
2018-12-17,Health Care,0.01
2018-12-17,Materials,0.01
2018-12-17,Comm. Services,0.06
2018-12-17,Real Estate,0.05
2018-12-17,Financials,0.18
2018-12-18,Index,0.1
2018-12-18,Cons. Disc.,0.34
2018-12-18,Cons. Staples,0.1
2018-12-18,Industrials,0.14
2018-12-18,Materials,0.01
2018-12-18,Health Care,0.01
2018-12-18,Real Estate,0.05
2018-12-18,IT,0
2018-12-18,Comm. Services,0.06
2018-12-18,Currency,0
2018-12-18,Financials,0.18
2018-12-19,Materials,0.01
2018-12-19,Real Estate,0.05
2018-12-19,Cons. Disc.,0.34
2018-12-19,Financials,0.18
2018-12-19,Cons. Staples,0.09
2018-12-19,Index,0.1
2018-12-19,Currency,0
2018-12-19,Health Care,0.01
2018-12-19,Comm. Services,0.06
2018-12-19,IT,0
2018-12-19,Industrials,0.14
2018-12-20,Materials,0.01
2018-12-20,Comm. Services,0.06
2018-12-20,Industrials,0.15
2018-12-20,Health Care,0.01
2018-12-20,Index,0.1
2018-12-20,Cons. Staples,0.09
2018-12-20,Financials,0.18
2018-12-20,Currency,0
2018-12-20,IT,0
2018-12-20,Cons. Disc.,0.34
2018-12-20,Real Estate,0.05
2018-12-21,Real Estate,0.05
2018-12-21,Index,0.1
2018-12-21,IT,0
2018-12-21,Cons. Staples,0.09
2018-12-21,Health Care,0.01
2018-12-21,Industrials,0.15
2018-12-21,Cons. Disc.,0.34
2018-12-21,Financials,0.17
2018-12-21,Currency,0
2018-12-21,Materials,0.01
2018-12-21,Comm. Services,0.06
2018-12-24,IT,0
2018-12-24,Index,0.1
2018-12-24,Health Care,0.01
2018-12-24,Cons. Staples,0.1
2018-12-24,Real Estate,0.05
2018-12-24,Materials,0.01
2018-12-24,Currency,0
2018-12-24,Financials,0.17
2018-12-24,Cons. Disc.,0.34
2018-12-24,Comm. Services,0.06
2018-12-24,Industrials,0.15
2018-12-25,Comm. Services,0.06
2018-12-25,Materials,0.01
2018-12-25,Health Care,0.01
2018-12-25,IT,0
2018-12-25,Index,0.1
2018-12-25,Cons. Disc.,0.34
2018-12-25,Currency,0
2018-12-25,Industrials,0.15
2018-12-25,Real Estate,0.05
2018-12-25,Financials,0.17
2018-12-25,Cons. Staples,0.1
2018-12-26,Industrials,0.14
2018-12-26,Financials,0.17
2018-12-26,Comm. Services,0.06
2018-12-26,Cons. Disc.,0.34
2018-12-26,Index,0.1
2018-12-26,Materials,0.01
2018-12-26,Real Estate,0.05
2018-12-26,Health Care,0.01
2018-12-26,Cons. Staples,0.1
2018-12-26,IT,0
2018-12-26,Currency,0
2018-12-27,Health Care,0.01
2018-12-27,Materials,0.01
2018-12-27,Cons. Disc.,0.34
2018-12-27,Comm. Services,0.06
2018-12-27,Currency,0
2018-12-27,Index,0.1
2018-12-27,Real Estate,0.05
2018-12-27,Financials,0.18
2018-12-27,Cons. Staples,0.09
2018-12-27,Industrials,0.15
2018-12-27,IT,0
2018-12-28,Comm. Services,0.06
2018-12-28,IT,0
2018-12-28,Cons. Disc.,0.34
2018-12-28,Real Estate,0.05
2018-12-28,Financials,0.17
2018-12-28,Materials,0.01
2018-12-28,Health Care,0.01
2018-12-28,Cons. Staples,0.09
2018-12-28,Industrials,0.15
2018-12-28,Index,0.1
2018-12-28,Currency,0
2018-12-31,Cons. Disc.,0.36
2018-12-31,IT,0
2018-12-31,Industrials,0.15
2018-12-31,Index,0.05
2018-12-31,Currency,0
2018-12-31,Financials,0.18
2018-12-31,Health Care,0.01
2018-12-31,Cons. Staples,0.1
2018-12-31,Materials,0.01
2018-12-31,Comm. Services,0.06
2018-12-31,Real Estate,0.05
2019-01-01,Industrials,0.14
2019-01-01,Currency,0
2019-01-01,Cons. Disc.,0.36
2019-01-01,Cons. Staples,0.1
2019-01-01,Health Care,0.01
2019-01-01,Real Estate,0.05
2019-01-01,IT,0
2019-01-01,Index,0.07
2019-01-01,Comm. Services,0.06
2019-01-01,Materials,0.01
2019-01-01,Financials,0.18
2019-01-02,Industrials,0.15
2019-01-02,Health Care,0.01
2019-01-02,Cons. Staples,0.12
2019-01-02,Materials,0.01
2019-01-02,Comm. Services,0.07
2019-01-02,Real Estate,0.05
2019-01-02,Currency,0
2019-01-02,Financials,0.18
2019-01-02,IT,0
2019-01-02,Cons. Disc.,0.36
2019-01-02,Index,0.04
2019-01-03,Health Care,0.01
2019-01-03,Materials,0.01
2019-01-03,Industrials,0.15
2019-01-03,Comm. Services,0.06
2019-01-03,Currency,0
2019-01-03,Cons. Disc.,0.36
2019-01-03,Index,0.04
2019-01-03,Cons. Staples,0.12
2019-01-03,Real Estate,0.05
2019-01-03,Financials,0.18
2019-01-03,IT,0
2019-01-04,Industrials,0.15
2019-01-04,Real Estate,0.05
2019-01-04,Cons. Staples,0.12
2019-01-04,Cons. Disc.,0.35
2019-01-04,Index,0.04
2019-01-04,Currency,0
2019-01-04,IT,0
2019-01-04,Comm. Services,0.06
2019-01-04,Health Care,0.01
2019-01-04,Materials,0.02
2019-01-04,Financials,0.18
2019-01-07,Cons. Staples,0.12
2019-01-07,Cons. Disc.,0.35
2019-01-07,IT,0
2019-01-07,Real Estate,0.05
2019-01-07,Comm. Services,0.07
2019-01-07,Industrials,0.15
2019-01-07,Financials,0.18
2019-01-07,Currency,0
2019-01-07,Health Care,0.01
2019-01-07,Index,0.04
2019-01-07,Materials,0.02
2019-01-08,Currency,0
2019-01-08,Industrials,0.15
2019-01-08,Financials,0.18
2019-01-08,Index,0.04
2019-01-08,Cons. Disc.,0.35
2019-01-08,Cons. Staples,0.12
2019-01-08,Materials,0.02
2019-01-08,Health Care,0.01
2019-01-08,IT,0
2019-01-08,Real Estate,0.05
2019-01-08,Comm. Services,0.06
2019-01-09,Industrials,0.15
2019-01-09,Index,0.04
2019-01-09,Health Care,0.01
2019-01-09,Currency,0
2019-01-09,Real Estate,0.05
2019-01-09,Financials,0.17
2019-01-09,Materials,0.02
2019-01-09,Cons. Disc.,0.35
2019-01-09,Cons. Staples,0.12
